0.1.0.0.0.0;0.1.0.0.0.0.0;164700 / 164700;0
0.1.0.0.0.0.0.10.1.2;0.1.0.0.0.0.0.10.1.2.2;100 / 100;0
0.1.0.0.0.0.0.10.1.2;0.1.0.0.0.0.0.10.1.2.3;100 / 100;0
0.1.0.0.0.0.0.10.1.2;0.1.0.0.0.0.0.10.1.2.4;100 / 100;0
0.1.0.0.0.0.0.10.1.2;0.1.0.0.0.0.0.10.1.2.10;100 / 100;0
0.1.0.0.0.0.0.10.2.0;0.1.0.0.0.0.0.10.2.0.4;200 / 200;0
0.1.0.0.0.0.0.10.2.0;0.1.0.0.0.0.0.10.2.0.7;200 / 200;0
0.1.0.0.0.0.0.10.2.0;0.1.0.0.0.0.0.10.2.0.10;100 / 100;0
0.1.0.0.0.0.0.10.2.1;0.1.0.0.0.0.0.10.2.1.0;100 / 100;0
0.1.0.0.0.0.0.10.2.1;0.1.0.0.0.0.0.10.2.1.2;100 / 100;0
0.1.0.0.0.0.0.10.2.1;0.1.0.0.0.0.0.10.2.1.5;200 / 200;0
0.1.0.0.0.0.0.10.2.1;0.1.0.0.0.0.0.10.2.1.7;100 / 100;0
0.1.0.0.0.0.0.10.2.2;0.1.0.0.0.0.0.10.2.2.4;200 / 200;0
0.1.0.0.0.0.0.10.2.2;0.1.0.0.0.0.0.10.2.2.8;100 / 100;0
0.1.0.0.0.0.0.10.2.2;0.1.0.0.0.0.0.10.2.2.10;100 / 100;0
0.1.0.0.0.0.0.10.3.0;0.1.0.0.0.0.0.10.3.0.1;100 / 100;0
0.1.0.0.0.0.0.10.3.0;0.1.0.0.0.0.0.10.3.0.2;200 / 200;0
0.1.0.0.0.0.0.10.3.0;0.1.0.0.0.0.0.10.3.0.3;100 / 100;0
0.1.0.0.0.0.0.10.3.0;0.1.0.0.0.0.0.10.3.0.10;100 / 100;0
0.1.0.0.0.0.0.10.3.1;0.1.0.0.0.0.0.10.3.1.1;100 / 100;0
0.1.0.0.0.0.0.10.3.1;0.1.0.0.0.0.0.10.3.1.4;100 / 100;0
0.1.0.0.0.0.0.10.3.1;0.1.0.0.0.0.0.10.3.1.5;100 / 100;0
0.1.0.0.0.0.0.10.3.1;0.1.0.0.0.0.0.10.3.1.7;100 / 100;0
0.1.0.0.0.0.0.10.3.1;0.1.0.0.0.0.0.10.3.1.8;100 / 100;0
0.1.0.0.0.0.0.10.3.2;0.1.0.0.0.0.0.10.3.2.2;100 / 100;0
0.1.0.0.0.0.0.10.3.2;0.1.0.0.0.0.0.10.3.2.4;100 / 100;0
0.1.0.0.0.0.0.10.3.2;0.1.0.0.0.0.0.10.3.2.6;100 / 100;0
0.1.0.0.0.0.0.10.3.2;0.1.0.0.0.0.0.10.3.2.7;100 / 100;0
0.1.0.0.0.0.0.10.4.0;0.1.0.0.0.0.0.10.4.0.2;200 / 200;0
0.1.0.0.0.0.0.10.4.0;0.1.0.0.0.0.0.10.4.0.4;100 / 100;0
0.1.0.0.0.0.0.10.4.0;0.1.0.0.0.0.0.10.4.0.6;100 / 100;0
0.1.0.0.0.0.0.10.4.0;0.1.0.0.0.0.0.10.4.0.7;100 / 100;0
0.1.0.0.0.0.0.10.4.1;0.1.0.0.0.0.0.10.4.1.0;200 / 200;0
0.1.0.0.0.0.0.10.4.1;0.1.0.0.0.0.0.10.4.1.6;100 / 100;0
0.1.0.0.0.0.0.10.4.1;0.1.0.0.0.0.0.10.4.1.7;200 / 200;0
0.1.0.0.0.0.0.10.4.2;0.1.0.0.0.0.0.10.4.2.0;100 / 100;0
0.1.0.0.0.0.0.10.4.2;0.1.0.0.0.0.0.10.4.2.4;100 / 100;0
0.1.0.0.0.0.0.10.4.2;0.1.0.0.0.0.0.10.4.2.6;100 / 100;0
0.1.0.0.0.0.0.10.4.2;0.1.0.0.0.0.0.10.4.2.8;100 / 100;0
0.1.0.0.0.0.0.10.5.0;0.1.0.0.0.0.0.10.5.0.2;100 / 100;0
0.1.0.0.0.0.0.10.5.0;0.1.0.0.0.0.0.10.5.0.4;200 / 200;0
0.1.0.0.0.0.0.10.5.0;0.1.0.0.0.0.0.10.5.0.6;100 / 100;0
0.1.0.0.0.0.0.10.5.0;0.1.0.0.0.0.0.10.5.0.8;100 / 100;0
0.1.0.0.0.0.0.10.5.1;0.1.0.0.0.0.0.10.5.1.0;100 / 100;0
0.1.0.0.0.0.0.10.5.1;0.1.0.0.0.0.0.10.5.1.2;100 / 100;0
0.1.0.0.0.0.0.10.5.1;0.1.0.0.0.0.0.10.5.1.3;100 / 100;0
0.1.0.0.0.0.0.10.5.1;0.1.0.0.0.0.0.10.5.1.5;100 / 100;0
0.1.0.0.0.0.0.10.5.1;0.1.0.0.0.0.0.10.5.1.7;100 / 100;0
0.1.0.0.0.0.0.10.5.2;0.1.0.0.0.0.0.10.5.2.2;200 / 200;0
0.1.0.0.0.0.0.10.5.2;0.1.0.0.0.0.0.10.5.2.5;100 / 100;0
0.1.0.0.0.0.0.10.5.2;0.1.0.0.0.0.0.10.5.2.8;100 / 100;0
0.1.0.0.0.0.0.10.6.0;0.1.0.0.0.0.0.10.6.0.2;100 / 100;0
0.1.0.0.0.0.0.10.6.0;0.1.0.0.0.0.0.10.6.0.4;300 / 300;0
0.1.0.0.0.0.0.10.6.0;0.1.0.0.0.0.0.10.6.0.8;100 / 100;0
0.1.0.0.0.0.0.10.6.1;0.1.0.0.0.0.0.10.6.1.0;100 / 100;0
0.1.0.0.0.0.0.10.6.1;0.1.0.0.0.0.0.10.6.1.4;100 / 100;0
0.1.0.0.0.0.0.10.6.1;0.1.0.0.0.0.0.10.6.1.6;200 / 200;0
0.1.0.0.0.0.0.10.6.1;0.1.0.0.0.0.0.10.6.1.9;100 / 100;0
0.1.0.0.0.0.0.10.6.2;0.1.0.0.0.0.0.10.6.2.1;100 / 100;0
0.1.0.0.0.0.0.10.6.2;0.1.0.0.0.0.0.10.6.2.4;100 / 100;0
0.1.0.0.0.0.0.10.6.2;0.1.0.0.0.0.0.10.6.2.5;100 / 100;0
0.1.0.0.0.0.0.10.6.2;0.1.0.0.0.0.0.10.6.2.6;100 / 100;0
0.1.0.0.0.0.0.10.7.0;0.1.0.0.0.0.0.10.7.0.0;100 / 100;0
0.1.0.0.0.0.0.10.7.0;0.1.0.0.0.0.0.10.7.0.3;200 / 200;0
0.1.0.0.0.0.0.10.7.0;0.1.0.0.0.0.0.10.7.0.6;100 / 100;0
0.1.0.0.0.0.0.10.7.0;0.1.0.0.0.0.0.10.7.0.7;100 / 100;0
0.1.0.0.0.0.0.10.7.1;0.1.0.0.0.0.0.10.7.1.2;200 / 200;0
0.1.0.0.0.0.0.10.7.1;0.1.0.0.0.0.0.10.7.1.5;100 / 100;0
0.1.0.0.0.0.0.10.7.1;0.1.0.0.0.0.0.10.7.1.10;100 / 100;0
0.1.0.0.0.0.0.10.7.2;0.1.0.0.0.0.0.10.7.2.0;100 / 100;0
0.1.0.0.0.0.0.10.7.2;0.1.0.0.0.0.0.10.7.2.2;200 / 200;0
0.1.0.0.0.0.0.10.7.2;0.1.0.0.0.0.0.10.7.2.10;100 / 100;0
0.1.0.0.0.0.0.0.0.0.2;0.1.0.0.0.0.0.0.0.0.2.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.3;0.1.0.0.0.0.0.0.0.0.3.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.4;0.1.0.0.0.0.0.0.0.0.4.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.5;0.1.0.0.0.0.0.0.0.0.5.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.6;0.1.0.0.0.0.0.0.0.0.6.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.7;0.1.0.0.0.0.0.0.0.0.7.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.8;0.1.0.0.0.0.0.0.0.0.8.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.9;0.1.0.0.0.0.0.0.0.0.9.0;100 / 100;0
0.1.0.0.0.0.0.0.0.0.9;0.1.0.0.0.0.0.0.0.0.9.1;100 / 100;0
0.1.0.0.0.0.0.0.0.0.10;0.1.0.0.0.0.0.0.0.0.10.0;100 / 100;0
0.1.0.0.0.0.0.0.0.1.0;0.1.0.0.0.0.0.0.0.1.0.0;100 / 100;0
0.1.0.0.0.0.0.0.0.1.1;0.1.0.0.0.0.0.0.0.1.1.0;100 / 100;0
0.1.0.0.0.0.0.0.0.1.1;0.1.0.0.0.0.0.0.0.1.1.1;100 / 100;0
0.1.0.0.0.0.0.0.0.1.5;0.1.0.0.0.0.0.0.0.1.5.0;100 / 100;0
0.1.0.0.0.0.0.0.0.1.6;0.1.0.0.0.0.0.0.0.1.6.0;100 / 100;0
0.1.0.0.0.0.0.0.0.1.6;0.1.0.0.0.0.0.0.0.1.6.1;100 / 100;0
0.1.0.0.0.0.0.0.0.1.7;0.1.0.0.0.0.0.0.0.1.7.0;100 / 100;0
0.1.0.0.0.0.0.0.0.1.9;0.1.0.0.0.0.0.0.0.1.9.0;100 / 100;0
0.1.0.0.0.0.0.0.0.1.9;0.1.0.0.0.0.0.0.0.1.9.1;100 / 100;0
0.1.0.0.0.0.0.0.1.0.1;0.1.0.0.0.0.0.0.1.0.1.0;100 / 100;0
0.1.0.0.0.0.0.0.1.0.2;0.1.0.0.0.0.0.0.1.0.2.0;100 / 100;0
0.1.0.0.0.0.0.0.1.0.3;0.1.0.0.0.0.0.0.1.0.3.0;100 / 100;0
0.1.0.0.0.0.0.0.1.0.4;0.1.0.0.0.0.0.0.1.0.4.0;100 / 100;0
0.1.0.0.0.0.0.0.1.0.4;0.1.0.0.0.0.0.0.1.0.4.1;100 / 100;0
0.1.0.0.0.0.0.0.1.0.5;0.1.0.0.0.0.0.0.1.0.5.0;100 / 100;0
0.1.0.0.0.0.0.0.1.0.6;0.1.0.0.0.0.0.0.1.0.6.0;100 / 100;0
0.1.0.0.0.0.0.0.1.0.7;0.1.0.0.0.0.0.0.1.0.7.0;100 / 100;0
0.1.0.0.0.0.0.0.1.0.7;0.1.0.0.0.0.0.0.1.0.7.1;100 / 100;0
0.1.0.0.0.0.0.0.1.0.8;0.1.0.0.0.0.0.0.1.0.8.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.0;0.1.0.0.0.0.0.0.1.1.0.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.2;0.1.0.0.0.0.0.0.1.1.2.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.3;0.1.0.0.0.0.0.0.1.1.3.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.4;0.1.0.0.0.0.0.0.1.1.4.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.6;0.1.0.0.0.0.0.0.1.1.6.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.7;0.1.0.0.0.0.0.0.1.1.7.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.7;0.1.0.0.0.0.0.0.1.1.7.1;100 / 100;0
0.1.0.0.0.0.0.0.1.1.8;0.1.0.0.0.0.0.0.1.1.8.0;100 / 100;0
0.1.0.0.0.0.0.0.1.1.9;0.1.0.0.0.0.0.0.1.1.9.0;100 / 100;0
0.1.0.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.0.2.0.0.0;100 / 100;0
0.1.0.0.0.0.0.0.2.0.0;0.1.0.0.0.0.0.0.2.0.0.1;100 / 100;0
0.1.0.0.0.0.0.0.2.0.1;0.1.0.0.0.0.0.0.2.0.1.0;100 / 100;0
0.1.0.0.0.0.0.0.2.0.2;0.1.0.0.0.0.0.0.2.0.2.0;100 / 100;0
0.1.0.0.0.0.0.0.2.0.2;0.1.0.0.0.0.0.0.2.0.2.1;100 / 100;0
0.1.0.0.0.0.0.0.2.0.3;0.1.0.0.0.0.0.0.2.0.3.0;100 / 100;0
0.1.0.0.0.0.0.0.2.0.4;0.1.0.0.0.0.0.0.2.0.4.0;100 / 100;0
0.1.0.0.0.0.0.0.2.0.7;0.1.0.0.0.0.0.0.2.0.7.0;100 / 100;0
0.1.0.0.0.0.0.0.2.0.7;0.1.0.0.0.0.0.0.2.0.7.1;100 / 100;0
0.1.0.0.0.0.0.0.2.0.10;0.1.0.0.0.0.0.0.2.0.10.0;100 / 100;0
0.1.0.0.0.0.0.0.2.1.0;0.1.0.0.0.0.0.0.2.1.0.0;100 / 100;0
0.1.0.0.0.0.0.0.2.1.0;0.1.0.0.0.0.0.0.2.1.0.1;100 / 100;0
0.1.0.0.0.0.0.0.2.1.1;0.1.0.0.0.0.0.0.2.1.1.0;100 / 100;0
0.1.0.0.0.0.0.0.2.1.3;0.1.0.0.0.0.0.0.2.1.3.0;100 / 100;0
0.1.0.0.0.0.0.0.2.1.4;0.1.0.0.0.0.0.0.2.1.4.0;100 / 100;0
0.1.0.0.0.0.0.0.2.1.4;0.1.0.0.0.0.0.0.2.1.4.1;100 / 100;0
0.1.0.0.0.0.0.0.2.1.6;0.1.0.0.0.0.0.0.2.1.6.0;100 / 100;0
0.1.0.0.0.0.0.0.2.1.6;0.1.0.0.0.0.0.0.2.1.6.1;100 / 100;0
0.1.0.0.0.0.0.0.2.1.10;0.1.0.0.0.0.0.0.2.1.10.0;100 / 100;0
0.1.0.0.0.0.0.0.3.0.7;0.1.0.0.0.0.0.0.3.0.7.0;100 / 100;0
0.1.0.0.0.0.0.0.3.0.7;0.1.0.0.0.0.0.0.3.0.7.1;100 / 100;0
0.1.0.0.0.0.0.0.3.0.8;0.1.0.0.0.0.0.0.3.0.8.0;100 / 100;0
0.1.0.0.0.0.0.0.3.0.9;0.1.0.0.0.0.0.0.3.0.9.0;100 / 100;0
0.1.0.0.0.0.0.0.3.0.9;0.1.0.0.0.0.0.0.3.0.9.1;100 / 100;0
0.1.0.0.0.0.0.0.3.0.9;0.1.0.0.0.0.0.0.3.0.9.2;100 / 100;0
0.1.0.0.0.0.0.0.3.0.9;0.1.0.0.0.0.0.0.3.0.9.3;100 / 100;0
0.1.0.0.0.0.0.0.3.0.9;0.1.0.0.0.0.0.0.3.0.9.4;100 / 100;0
0.1.0.0.0.0.0.0.3.0.9;0.1.0.0.0.0.0.0.3.0.9.5;100 / 100;0
0.1.0.0.0.0.0.0.3.0.9;0.1.0.0.0.0.0.0.3.0.9.6;100 / 100;0
0.1.0.0.0.0.0.0.3.1.1;0.1.0.0.0.0.0.0.3.1.1.0;100 / 100;0
0.1.0.0.0.0.0.0.3.1.1;0.1.0.0.0.0.0.0.3.1.1.1;100 / 100;0
0.1.0.0.0.0.0.0.3.1.3;0.1.0.0.0.0.0.0.3.1.3.0;100 / 100;0
0.1.0.0.0.0.0.0.3.1.4;0.1.0.0.0.0.0.0.3.1.4.0;100 / 100;0
0.1.0.0.0.0.0.0.3.1.4;0.1.0.0.0.0.0.0.3.1.4.1;100 / 100;0
0.1.0.0.0.0.0.0.3.1.5;0.1.0.0.0.0.0.0.3.1.5.0;100 / 100;0
0.1.0.0.0.0.0.0.3.1.6;0.1.0.0.0.0.0.0.3.1.6.0;100 / 100;0
0.1.0.0.0.0.0.0.3.1.7;0.1.0.0.0.0.0.0.3.1.7.0;100 / 100;0
0.1.0.0.0.0.0.0.3.1.10;0.1.0.0.0.0.0.0.3.1.10.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.1;0.1.0.0.0.0.0.0.4.0.1.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.3;0.1.0.0.0.0.0.0.4.0.3.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.3;0.1.0.0.0.0.0.0.4.0.3.1;100 / 100;0
0.1.0.0.0.0.0.0.4.0.5;0.1.0.0.0.0.0.0.4.0.5.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.6;0.1.0.0.0.0.0.0.4.0.6.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.6;0.1.0.0.0.0.0.0.4.0.6.1;100 / 100;0
0.1.0.0.0.0.0.0.4.0.7;0.1.0.0.0.0.0.0.4.0.7.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.8;0.1.0.0.0.0.0.0.4.0.8.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.9;0.1.0.0.0.0.0.0.4.0.9.0;100 / 100;0
0.1.0.0.0.0.0.0.4.0.9;0.1.0.0.0.0.0.0.4.0.9.1;100 / 100;0
0.1.0.0.0.0.0.0.4.1.1;0.1.0.0.0.0.0.0.4.1.1.0;100 / 100;0
0.1.0.0.0.0.0.0.4.1.2;0.1.0.0.0.0.0.0.4.1.2.0;100 / 100;0
0.1.0.0.0.0.0.0.4.1.3;0.1.0.0.0.0.0.0.4.1.3.0;100 / 100;0
0.1.0.0.0.0.0.0.4.1.5;0.1.0.0.0.0.0.0.4.1.5.0;100 / 100;0
0.1.0.0.0.0.0.0.4.1.7;0.1.0.0.0.0.0.0.4.1.7.0;100 / 100;0
0.1.0.0.0.0.0.0.4.1.8;0.1.0.0.0.0.0.0.4.1.8.0;100 / 100;0
0.1.0.0.0.0.0.0.4.1.8;0.1.0.0.0.0.0.0.4.1.8.1;100 / 100;0
0.1.0.0.0.0.0.0.4.1.9;0.1.0.0.0.0.0.0.4.1.9.0;100 / 100;0
0.1.0.0.0.0.0.0.4.1.10;0.1.0.0.0.0.0.0.4.1.10.0;100 / 100;0
0.1.0.0.0.0.0.0.5.0.0;0.1.0.0.0.0.0.0.5.0.0.0;100 / 100;0
0.1.0.0.0.0.0.0.5.0.0;0.1.0.0.0.0.0.0.5.0.0.1;100 / 100;0
0.1.0.0.0.0.0.0.5.0.4;0.1.0.0.0.0.0.0.5.0.4.0;100 / 100;0
0.1.0.0.0.0.0.0.5.0.4;0.1.0.0.0.0.0.0.5.0.4.1;100 / 100;0
0.1.0.0.0.0.0.0.5.0.5;0.1.0.0.0.0.0.0.5.0.5.0;100 / 100;0
0.1.0.0.0.0.0.0.5.0.6;0.1.0.0.0.0.0.0.5.0.6.0;100 / 100;0
0.1.0.0.0.0.0.0.5.0.7;0.1.0.0.0.0.0.0.5.0.7.0;100 / 100;0
0.1.0.0.0.0.0.0.5.0.7;0.1.0.0.0.0.0.0.5.0.7.1;100 / 100;0
0.1.0.0.0.0.0.0.5.0.8;0.1.0.0.0.0.0.0.5.0.8.0;100 / 100;0
0.1.0.0.0.0.0.0.5.0.10;0.1.0.0.0.0.0.0.5.0.10.0;100 / 100;0
0.1.0.0.0.0.0.0.5.1.0;0.1.0.0.0.0.0.0.5.1.0.0;100 / 100;0
0.1.0.0.0.0.0.0.5.1.1;0.1.0.0.0.0.0.0.5.1.1.0;100 / 100;0
0.1.0.0.0.0.0.0.5.1.2;0.1.0.0.0.0.0.0.5.1.2.0;100 / 100;0
0.1.0.0.0.0.0.0.5.1.3;0.1.0.0.0.0.0.0.5.1.3.0;100 / 100;0
0.1.0.0.0.0.0.0.5.1.3;0.1.0.0.0.0.0.0.5.1.3.1;100 / 100;0
0.1.0.0.0.0.0.0.5.1.8;0.1.0.0.0.0.0.0.5.1.8.0;100 / 100;0
0.1.0.0.0.0.0.0.5.1.10;0.1.0.0.0.0.0.0.5.1.10.0;100 / 100;0
0.1.0.0.0.0.0.0.5.1.10;0.1.0.0.0.0.0.0.5.1.10.1;100 / 100;0
0.1.0.0.0.0.0.0.5.1.10;0.1.0.0.0.0.0.0.5.1.10.2;100 / 100;0
0.1.0.0.0.0.0.0.6.0.0;0.1.0.0.0.0.0.0.6.0.0.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.1;0.1.0.0.0.0.0.0.6.0.1.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.3;0.1.0.0.0.0.0.0.6.0.3.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.4;0.1.0.0.0.0.0.0.6.0.4.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.4;0.1.0.0.0.0.0.0.6.0.4.1;100 / 100;0
0.1.0.0.0.0.0.0.6.0.6;0.1.0.0.0.0.0.0.6.0.6.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.8;0.1.0.0.0.0.0.0.6.0.8.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.9;0.1.0.0.0.0.0.0.6.0.9.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.10;0.1.0.0.0.0.0.0.6.0.10.0;100 / 100;0
0.1.0.0.0.0.0.0.6.0.10;0.1.0.0.0.0.0.0.6.0.10.1;100 / 100;0
0.1.0.0.0.0.0.0.6.1.0;0.1.0.0.0.0.0.0.6.1.0.0;100 / 100;0
0.1.0.0.0.0.0.0.6.1.3;0.1.0.0.0.0.0.0.6.1.3.0;100 / 100;0
0.1.0.0.0.0.0.0.6.1.3;0.1.0.0.0.0.0.0.6.1.3.1;100 / 100;0
0.1.0.0.0.0.0.0.6.1.4;0.1.0.0.0.0.0.0.6.1.4.0;100 / 100;0
0.1.0.0.0.0.0.0.6.1.4;0.1.0.0.0.0.0.0.6.1.4.1;100 / 100;0
0.1.0.0.0.0.0.0.6.1.7;0.1.0.0.0.0.0.0.6.1.7.0;100 / 100;0
0.1.0.0.0.0.0.0.6.1.8;0.1.0.0.0.0.0.0.6.1.8.0;100 / 100;0
0.1.0.0.0.0.0.0.6.1.9;0.1.0.0.0.0.0.0.6.1.9.0;100 / 100;0
0.1.0.0.0.0.0.0.6.1.9;0.1.0.0.0.0.0.0.6.1.9.1;100 / 100;0
0.1.0.0.0.0.0.0.7.0.1;0.1.0.0.0.0.0.0.7.0.1.0;100 / 100;0
0.1.0.0.0.0.0.0.7.0.3;0.1.0.0.0.0.0.0.7.0.3.0;100 / 100;0
0.1.0.0.0.0.0.0.7.0.3;0.1.0.0.0.0.0.0.7.0.3.1;100 / 100;0
0.1.0.0.0.0.0.0.7.0.4;0.1.0.0.0.0.0.0.7.0.4.0;100 / 100;0
0.1.0.0.0.0.0.0.7.0.5;0.1.0.0.0.0.0.0.7.0.5.0;100 / 100;0
0.1.0.0.0.0.0.0.7.0.7;0.1.0.0.0.0.0.0.7.0.7.0;100 / 100;0
0.1.0.0.0.0.0.0.7.0.8;0.1.0.0.0.0.0.0.7.0.8.0;100 / 100;0
0.1.0.0.0.0.0.0.7.0.8;0.1.0.0.0.0.0.0.7.0.8.1;100 / 100;0
0.1.0.0.0.0.0.0.7.0.9;0.1.0.0.0.0.0.0.7.0.9.0;100 / 100;0
0.1.0.0.0.0.0.0.7.0.9;0.1.0.0.0.0.0.0.7.0.9.1;100 / 100;0
0.1.0.0.0.0.0.0.7.1.0;0.1.0.0.0.0.0.0.7.1.0.0;100 / 100;0
0.1.0.0.0.0.0.0.7.1.2;0.1.0.0.0.0.0.0.7.1.2.0;100 / 100;0
0.1.0.0.0.0.0.0.7.1.2;0.1.0.0.0.0.0.0.7.1.2.1;100 / 100;0
0.1.0.0.0.0.0.0.7.1.3;0.1.0.0.0.0.0.0.7.1.3.0;100 / 100;0
0.1.0.0.0.0.0.0.7.1.6;0.1.0.0.0.0.0.0.7.1.6.0;100 / 100;0
0.1.0.0.0.0.0.0.7.1.7;0.1.0.0.0.0.0.0.7.1.7.0;100 / 100;0
0.1.0.0.0.0.0.0.7.1.8;0.1.0.0.0.0.0.0.7.1.8.0;100 / 100;0
0.1.0.0.0.0.0.0.7.1.9;0.1.0.0.0.0.0.0.7.1.9.0;100 / 100;0
0.1.0.0.0.0.0.0.7.1.10;0.1.0.0.0.0.0.0.7.1.10.0;100 / 100;0
0.1.0.0.0.0.0.1.0.0.3;0.1.0.0.0.0.0.1.0.0.3.0;100 / 100;0
0.1.0.0.0.0.0.1.0.0.3;0.1.0.0.0.0.0.1.0.0.3.1;100 / 100;0
0.1.0.0.0.0.0.1.0.0.4;0.1.0.0.0.0.0.1.0.0.4.0;100 / 100;0
0.1.0.0.0.0.0.1.0.0.7;0.1.0.0.0.0.0.1.0.0.7.0;100 / 100;0
0.1.0.0.0.0.0.1.0.0.10;0.1.0.0.0.0.0.1.0.0.10.0;100 / 100;0
0.1.0.0.0.0.0.1.0.1.0;0.1.0.0.0.0.0.1.0.1.0.0;100 / 100;0
0.1.0.0.0.0.0.1.0.1.0;0.1.0.0.0.0.0.1.0.1.0.1;100 / 100;0
0.1.0.0.0.0.0.1.0.1.6;0.1.0.0.0.0.0.1.0.1.6.0;100 / 100;0
0.1.0.0.0.0.0.1.0.1.8;0.1.0.0.0.0.0.1.0.1.8.0;100 / 100;0
0.1.0.0.0.0.0.1.0.1.8;0.1.0.0.0.0.0.1.0.1.8.1;100 / 100;0
0.1.0.0.0.0.0.1.0.2.0;0.1.0.0.0.0.0.1.0.2.0.0;100 / 100;0
0.1.0.0.0.0.0.1.0.2.1;0.1.0.0.0.0.0.1.0.2.1.0;100 / 100;0
0.1.0.0.0.0.0.1.0.2.1;0.1.0.0.0.0.0.1.0.2.1.1;100 / 100;0
0.1.0.0.0.0.0.1.0.2.3;0.1.0.0.0.0.0.1.0.2.3.0;100 / 100;0
0.1.0.0.0.0.0.1.1.0.3;0.1.0.0.0.0.0.1.1.0.3.0;100 / 100;0
0.1.0.0.0.0.0.1.1.0.3;0.1.0.0.0.0.0.1.1.0.3.1;100 / 100;0
0.1.0.0.0.0.0.1.1.0.7;0.1.0.0.0.0.0.1.1.0.7.0;100 / 100;0
0.1.0.0.0.0.0.1.1.0.9;0.1.0.0.0.0.0.1.1.0.9.0;100 / 100;0
0.1.0.0.0.0.0.1.1.0.10;0.1.0.0.0.0.0.1.1.0.10.0;100 / 100;0
0.1.0.0.0.0.0.1.1.1.0;0.1.0.0.0.0.0.1.1.1.0.0;100 / 100;0
0.1.0.0.0.0.0.1.1.1.3;0.1.0.0.0.0.0.1.1.1.3.0;100 / 100;0
0.1.0.0.0.0.0.1.1.1.7;0.1.0.0.0.0.0.1.1.1.7.0;100 / 100;0
0.1.0.0.0.0.0.1.1.1.9;0.1.0.0.0.0.0.1.1.1.9.0;100 / 100;0
0.1.0.0.0.0.0.1.1.1.10;0.1.0.0.0.0.0.1.1.1.10.0;100 / 100;0
0.1.0.0.0.0.0.1.1.2.4;0.1.0.0.0.0.0.1.1.2.4.0;100 / 100;0
0.1.0.0.0.0.0.1.1.2.5;0.1.0.0.0.0.0.1.1.2.5.0;100 / 100;0
0.1.0.0.0.0.0.1.1.2.8;0.1.0.0.0.0.0.1.1.2.8.0;100 / 100;0
0.1.0.0.0.0.0.1.1.2.9;0.1.0.0.0.0.0.1.1.2.9.0;100 / 100;0
0.1.0.0.0.0.0.1.2.0.2;0.1.0.0.0.0.0.1.2.0.2.0;100 / 100;0
0.1.0.0.0.0.0.1.2.0.2;0.1.0.0.0.0.0.1.2.0.2.1;100 / 100;0
0.1.0.0.0.0.0.1.2.0.4;0.1.0.0.0.0.0.1.2.0.4.0;100 / 100;0
0.1.0.0.0.0.0.1.2.0.8;0.1.0.0.0.0.0.1.2.0.8.0;100 / 100;0
0.1.0.0.0.0.0.1.2.0.9;0.1.0.0.0.0.0.1.2.0.9.0;100 / 100;0
0.1.0.0.0.0.0.1.2.1.0;0.1.0.0.0.0.0.1.2.1.0.0;100 / 100;0
0.1.0.0.0.0.0.1.2.1.3;0.1.0.0.0.0.0.1.2.1.3.0;100 / 100;0
0.1.0.0.0.0.0.1.2.1.8;0.1.0.0.0.0.0.1.2.1.8.0;100 / 100;0
0.1.0.0.0.0.0.1.2.1.8;0.1.0.0.0.0.0.1.2.1.8.1;100 / 100;0
0.1.0.0.0.0.0.1.2.1.8;0.1.0.0.0.0.0.1.2.1.8.2;100 / 100;0
0.1.0.0.0.0.0.1.2.2.6;0.1.0.0.0.0.0.1.2.2.6.0;100 / 100;0
0.1.0.0.0.0.0.1.2.2.7;0.1.0.0.0.0.0.1.2.2.7.0;100 / 100;0
